pc,pm,mean_fitness,std_fitness,mean_runtime,norm_fitness,norm_std,norm_runtime,mcdm_score,rank
0.85,0.1,1256.6588900505897,180.41809612794663,1.5781575999222697,0.0,0.3365579882313021,0.0,0.06731159764626042,1
0.7,0.1,1372.8222571932251,162.03704734554137,1.5807994999922812,0.2147696416225211,0.28298425457289894,0.020618465508570903,0.18958232898980665,2
0.95,0.1,1420.5324260581176,64.94567377947361,1.5857253200374544,0.30297899815986334,0.0,0.05906157388185127,0.19359971367228826,3
0.85,0.05,1522.7018733869152,202.0138286942737,1.593974719941616,0.49187586063315497,0.3995012967640548,0.12344325482469812,0.39971442669764357,4
0.7,0.05,1485.3393585929164,272.0992832099693,1.616447580140084,0.4227978534282649,0.6037736164777223,0.298830620206396,0.43419955939378263,5
0.85,0.02,1561.4031250920743,283.371647695106,1.6366235599853098,0.5634290031040856,0.6366282516933812,0.45629219464762644,0.556641491130653,6
0.95,0.05,1619.8355993773034,341.09295903105277,1.6020064800046385,0.6714623863474143,0.8048638184737623,0.18612638569414938,0.6010754726420309,7
0.95,0.02,1797.5331321690549,269.87814402018114,1.6103816598653793,1.0,0.5972998444541229,0.25148970471098403,0.7697579098330214,8
0.7,0.02,1771.2158183588774,408.04382145770876,1.7062903200276196,0.9513430077440935,1.0,1.0,0.970805804646456,9
