param,value,algorithm,seed,best_fitness,C1,C2,C3,penalty1,penalty2,infeasibility,n_unserved
mttr,24.0,SA,4,1580.8570599613522,187.21219795083755,213.55468646616168,171.75771726652295,636.4607820350955,752.3722295576849,0.0,0
mttr,24.0,QGA,0,1015.1081743851059,99.95871506024298,208.43417172067126,270.01460926183563,47.27179255308549,801.3238509333305,0.0,0
mttr,24.0,QGA,1,901.7878548064905,90.74866395256697,235.42991999440437,210.80565280250718,0.0,743.6234162713843,0.0,0
mttr,24.0,QGA,2,1419.0797680628493,130.23693948811035,235.0778607526288,231.3764703127352,198.66291469242228,1038.4997313380363,0.0,0
mttr,24.0,QGA,3,1227.692761034711,95.82151893015839,242.50453196310724,227.73214355271148,118.28758929480216,943.1966239753554,0.0,0
mttr,24.0,QGA,4,759.6257504280281,90.74866395256697,222.593353145328,192.655446685184,0.0,608.9423231711095,0.0,0
mttr,24.0,Q2GA,0,1328.9016274704866,125.17193006849591,209.57643011637765,179.3460682338824,331.2410330487598,836.332486705789,0.0,0
mttr,24.0,Q2GA,1,1071.6587638481035,88.40309131558246,253.51403405182282,248.64709784255555,0.0,901.6735884062543,0.0,0
mttr,24.0,Q2GA,2,1419.3623686746605,95.82151893015839,232.30800353240812,183.66618153668435,118.28758929480216,1146.73838254772,0.0,0
mttr,24.0,Q2GA,3,1195.595892189271,112.19419402305103,224.60962867628263,201.1376107451776,82.03966620884813,949.848718216977,0.0,0
mttr,24.0,Q2GA,4,1340.7526981787792,114.35731843735512,261.58206012036254,241.22247998031023,92.8552882803686,1063.999636647562,0.0,0
