size,algorithm,seed,generation,best_fitness
medium,QGA,1,1,2255.0294241024767
medium,QGA,1,2,2255.0294241024767
medium,QGA,1,3,2255.0294241024767
medium,QGA,1,4,2255.0294241024767
medium,QGA,1,5,2255.0294241024767
medium,QGA,1,6,2255.0294241024767
medium,QGA,1,7,2255.0294241024767
medium,QGA,1,8,2255.0294241024767
medium,QGA,1,9,1550.4785083638353
medium,QGA,1,10,1550.4785083638353
medium,QGA,1,11,1550.4785083638353
medium,QGA,1,12,1550.4785083638353
medium,QGA,1,13,1550.4785083638353
medium,QGA,1,14,1550.4785083638353
medium,QGA,1,15,1550.4785083638353
medium,QGA,1,16,1550.4785083638353
medium,QGA,1,17,1508.9459356962757
medium,QGA,1,18,1508.9459356962757
medium,QGA,1,19,1508.9459356962757
medium,QGA,1,20,1443.6357606168544
medium,QGA,1,21,1443.6357606168544
medium,QGA,1,22,1290.4549808815846
medium,QGA,1,23,1290.4549808815846
medium,QGA,1,24,1290.4549808815846
medium,QGA,1,25,1290.4549808815846
medium,QGA,1,26,1290.4549808815846
medium,QGA,1,27,1290.4549808815846
medium,QGA,1,28,1290.4549808815846
medium,QGA,1,29,1290.4549808815846
medium,QGA,1,30,1290.4549808815846
medium,QGA,1,31,1017.4375111149294
medium,QGA,1,32,1017.4375111149294
medium,QGA,1,33,1017.4375111149294
medium,QGA,1,34,1017.4375111149294
medium,QGA,1,35,1017.4375111149294
medium,QGA,1,36,967.3588659698468
medium,QGA,1,37,967.3588659698468
medium,QGA,1,38,955.5479329196007
medium,QGA,1,39,955.5479329196007
medium,QGA,1,40,955.5479329196007
medium,QGA,1,41,919.0050494344202
medium,QGA,1,42,919.0050494344202
medium,QGA,1,43,919.0050494344202
medium,QGA,1,44,919.0050494344202
medium,QGA,1,45,919.0050494344202
medium,QGA,1,46,912.6681732722525
medium,QGA,1,47,894.0720362193924
medium,QGA,1,48,894.0720362193924
medium,QGA,1,49,873.1900681529567
medium,QGA,2,0,3173.9351538424603
medium,QGA,2,1,3173.9351538424603
medium,QGA,2,2,2800.6085212212347
medium,QGA,2,3,2800.6085212212347
medium,QGA,2,4,2800.6085212212347
medium,QGA,2,5,2800.6085212212347
medium,QGA,2,6,2800.6085212212347
medium,QGA,2,7,2800.6085212212347
medium,QGA,2,8,1925.506156682682
medium,QGA,2,9,1925.506156682682
medium,QGA,2,10,1925.506156682682
medium,QGA,2,11,1925.506156682682
medium,QGA,2,12,1925.506156682682
medium,QGA,2,13,1925.506156682682
medium,QGA,2,14,1925.506156682682
medium,QGA,2,15,1925.506156682682
medium,QGA,2,16,1925.506156682682
medium,QGA,2,17,1925.506156682682
medium,QGA,2,18,1773.8240855354397
medium,QGA,2,19,1773.8240855354397
medium,QGA,2,20,1773.8240855354397
medium,QGA,2,21,1773.8240855354397
medium,QGA,2,22,1773.8240855354397
medium,QGA,2,23,1773.8240855354397
medium,QGA,2,24,1773.8240855354397
medium,QGA,2,25,1773.8240855354397
medium,QGA,2,26,1773.8240855354397
medium,QGA,2,27,1773.8240855354397
medium,QGA,2,28,1540.0149488012648
medium,QGA,2,29,1540.0149488012648
medium,QGA,2,30,1540.0149488012648
medium,QGA,2,31,1540.0149488012648
medium,QGA,2,32,1540.0149488012648
medium,QGA,2,33,1538.6731697290127
medium,QGA,2,34,1538.6731697290127
medium,QGA,2,35,1538.6731697290127
medium,QGA,2,36,1534.3285834964563
medium,QGA,2,37,1534.3285834964563
medium,QGA,2,38,1534.3285834964563
medium,QGA,2,39,1534.3285834964563
medium,QGA,2,40,1524.5054499128698
medium,QGA,2,41,1524.5054499128698
medium,QGA,2,42,1455.7212730465399
medium,QGA,2,43,1455.7212730465399
medium,QGA,2,44,1455.7212730465399
medium,QGA,2,45,1396.8324667296984
medium,QGA,2,46,1396.8324667296984
medium,QGA,2,47,1396.8324667296984
medium,QGA,2,48,1387.9007782556196
medium,QGA,2,49,1387.9007782556196
medium,QGA,3,0,3591.3267163653973
medium,QGA,3,1,3292.6566542169676
medium,QGA,3,2,2566.0178749427114
medium,QGA,3,3,2566.0178749427114
medium,QGA,3,4,2566.0178749427114
medium,QGA,3,5,2566.0178749427114
medium,QGA,3,6,2566.0178749427114
medium,QGA,3,7,2566.0178749427114
medium,QGA,3,8,2566.0178749427114
medium,QGA,3,9,2566.0178749427114
medium,QGA,3,10,2566.0178749427114
medium,QGA,3,11,2566.0178749427114
medium,QGA,3,12,2043.7544948429909
medium,QGA,3,13,1515.1877149207478
medium,QGA,3,14,1515.1877149207478
medium,QGA,3,15,1515.1877149207478
medium,QGA,3,16,1515.1877149207478
medium,QGA,3,17,1515.1877149207478
medium,QGA,3,18,1515.1877149207478
medium,QGA,3,19,1515.1877149207478
medium,QGA,3,20,1515.1877149207478
medium,QGA,3,21,1515.1877149207478
medium,QGA,3,22,1515.1877149207478
medium,QGA,3,23,1515.1877149207478
medium,QGA,3,24,1298.026146205279
medium,QGA,3,25,1298.026146205279
medium,QGA,3,26,1298.026146205279
medium,QGA,3,27,1298.026146205279
medium,QGA,3,28,1298.026146205279
medium,QGA,3,29,1298.026146205279
medium,QGA,3,30,1298.026146205279
medium,QGA,3,31,1292.0467246650524
medium,QGA,3,32,1255.147952909193
medium,QGA,3,33,1255.147952909193
medium,QGA,3,34,1255.147952909193
medium,QGA,3,35,1255.147952909193
medium,QGA,3,36,1252.1417070588468
medium,QGA,3,37,1252.1417070588468
medium,QGA,3,38,1239.2851733688703
medium,QGA,3,39,1239.2851733688703
medium,QGA,3,40,1239.2851733688703
medium,QGA,3,41,1239.2851733688703
medium,QGA,3,42,1217.6841230846405
medium,QGA,3,43,1217.6841230846405
medium,QGA,3,44,1204.729446388217
medium,QGA,3,45,1204.729446388217
medium,QGA,3,46,1204.729446388217
medium,QGA,3,47,1204.729446388217
medium,QGA,3,48,1204.729446388217
medium,QGA,3,49,1204.729446388217
medium,QGA,4,0,3770.5692628262004
medium,QGA,4,1,3770.5692628262004
medium,QGA,4,2,3616.9704868606013
medium,QGA,4,3,3616.9704868606013
medium,QGA,4,4,3616.9704868606013
medium,QGA,4,5,3335.0799146983827
medium,QGA,4,6,2476.0280591707474
medium,QGA,4,7,2476.0280591707474
medium,QGA,4,8,2476.0280591707474
medium,QGA,4,9,2476.0280591707474
medium,QGA,4,10,2476.0280591707474
medium,QGA,4,11,2476.0280591707474
medium,QGA,4,12,2476.0280591707474
medium,QGA,4,13,2427.6415524412037
medium,QGA,4,14,1872.0385320824325
medium,QGA,4,15,1872.0385320824325
medium,QGA,4,16,1872.0385320824325
medium,QGA,4,17,1872.0385320824325
medium,QGA,4,18,1872.0385320824325
medium,QGA,4,19,1584.8836196987265
medium,QGA,4,20,1584.8836196987265
medium,QGA,4,21,1584.8836196987265
medium,QGA,4,22,1584.8836196987265
medium,QGA,4,23,1584.8836196987265
medium,QGA,4,24,1332.4948525264062
medium,QGA,4,25,1332.4948525264062
medium,QGA,4,26,1078.8615767239082
medium,QGA,4,27,1078.8615767239082
medium,QGA,4,28,1025.817425414331
medium,QGA,4,29,1025.817425414331
medium,QGA,4,30,1025.817425414331
medium,QGA,4,31,1025.817425414331
medium,QGA,4,32,1025.817425414331
medium,QGA,4,33,1025.817425414331
medium,QGA,4,34,883.3058703995277
medium,QGA,4,35,883.3058703995277
medium,QGA,4,36,883.3058703995277
medium,QGA,4,37,883.3058703995277
medium,QGA,4,38,883.3058703995277
medium,QGA,4,39,883.3058703995277
medium,QGA,4,40,883.3058703995277
medium,QGA,4,41,879.8265017882152
medium,QGA,4,42,879.8265017882152
medium,QGA,4,43,879.8265017882152
medium,QGA,4,44,879.8265017882152
medium,QGA,4,45,866.2293890198487
medium,QGA,4,46,866.2293890198487
medium,QGA,4,47,866.2293890198487
medium,QGA,4,48,866.2293890198487
medium,QGA,4,49,866.2293890198487
medium,QGA,5,0,3359.725319917512
medium,QGA,5,1,3359.725319917512
medium,QGA,5,2,3359.725319917512
medium,QGA,5,3,2073.3237229666024
medium,QGA,5,4,2073.3237229666024
medium,QGA,5,5,2073.3237229666024
medium,QGA,5,6,2073.3237229666024
medium,QGA,5,7,2073.3237229666024
medium,QGA,5,8,2073.3237229666024
medium,QGA,5,9,2073.3237229666024
medium,QGA,5,10,2073.3237229666024
medium,QGA,5,11,2073.3237229666024
medium,QGA,5,12,2073.3237229666024
medium,QGA,5,13,2073.3237229666024
medium,QGA,5,14,2073.3237229666024
medium,QGA,5,15,1709.1720269510838
medium,QGA,5,16,1709.1720269510838
medium,QGA,5,17,1709.1720269510838
medium,QGA,5,18,1709.1720269510838
medium,QGA,5,19,1709.1720269510838
medium,QGA,5,20,1709.1720269510838
medium,QGA,5,21,1709.1720269510838
medium,QGA,5,22,1709.1720269510838
medium,QGA,5,23,1559.1437871460626
medium,QGA,5,24,1559.1437871460626
medium,QGA,5,25,1559.1437871460626
medium,QGA,5,26,1559.1437871460626
medium,QGA,5,27,1559.1437871460626
medium,QGA,5,28,1559.1437871460626
medium,QGA,5,29,1559.1437871460626
medium,QGA,5,30,1535.0355427909954
medium,QGA,5,31,1455.5354314007725
medium,QGA,5,32,1226.231054903699
medium,QGA,5,33,1226.231054903699
medium,QGA,5,34,1226.231054903699
medium,QGA,5,35,1226.231054903699
medium,QGA,5,36,1226.231054903699
medium,QGA,5,37,1196.8879092849525
medium,QGA,5,38,1195.2384473772086
medium,QGA,5,39,1195.2384473772086
medium,QGA,5,40,1195.2384473772086
medium,QGA,5,41,1195.2384473772086
medium,QGA,5,42,1192.3565199355828
medium,QGA,5,43,1192.3565199355828
medium,QGA,5,44,1190.4701568143512
medium,QGA,5,45,1190.3030826595812
medium,QGA,5,46,1190.2287787108207
medium,QGA,5,47,1190.2287787108207
medium,QGA,5,48,1190.2287787108207
medium,QGA,5,49,1190.2287787108207
medium,QGA,6,0,3647.4105343628844
medium,QGA,6,1,3518.3449858460035
medium,QGA,6,2,2900.952216753295
medium,QGA,6,3,2900.952216753295
medium,QGA,6,4,2881.345972868997
medium,QGA,6,5,2221.360688827732
medium,QGA,6,6,2221.360688827732
medium,QGA,6,7,2221.360688827732
medium,QGA,6,8,2221.360688827732
medium,QGA,6,9,2221.360688827732
medium,QGA,6,10,2221.360688827732
medium,QGA,6,11,2174.4270715117464
medium,QGA,6,12,2174.4270715117464
medium,QGA,6,13,2174.4270715117464
medium,QGA,6,14,1860.9027420687448
medium,QGA,6,15,1818.2819976172705
medium,QGA,6,16,1818.2819976172705
medium,QGA,6,17,1818.2819976172705
medium,QGA,6,18,1716.7742024034355
medium,QGA,6,19,1716.7742024034355
medium,QGA,6,20,1716.7742024034355
medium,QGA,6,21,1716.7742024034355
medium,QGA,6,22,1716.7742024034355
medium,QGA,6,23,1659.7319197723746
medium,QGA,6,24,1659.7319197723746
medium,QGA,6,25,1659.7319197723746
medium,QGA,6,26,1659.7319197723746
medium,QGA,6,27,1659.7319197723746
medium,QGA,6,28,1633.6866780516775
medium,QGA,6,29,1633.6866780516775
medium,QGA,6,30,1633.6866780516775
medium,QGA,6,31,1407.7387647705023
medium,QGA,6,32,1407.7387647705023
medium,QGA,6,33,1403.9730558583922
medium,QGA,6,34,1403.9730558583922
medium,QGA,6,35,1319.000950887521
medium,QGA,6,36,1319.000950887521
medium,QGA,6,37,1319.000950887521
medium,QGA,6,38,1319.000950887521
medium,QGA,6,39,1319.000950887521
medium,QGA,6,40,1319.000950887521
medium,QGA,6,41,1093.928062425457
medium,QGA,6,42,1093.928062425457
medium,QGA,6,43,1093.928062425457
medium,QGA,6,44,1093.928062425457
medium,QGA,6,45,1093.928062425457
medium,QGA,6,46,1071.8290495660528
medium,QGA,6,47,1071.8290495660528
medium,QGA,6,48,1071.8290495660528
medium,QGA,6,49,1071.8290495660528
medium,QGA,7,0,2037.637076333692
medium,QGA,7,1,2037.637076333692
medium,QGA,7,2,2037.637076333692
medium,QGA,7,3,2037.637076333692
medium,QGA,7,4,2037.637076333692
medium,QGA,7,5,2037.637076333692
medium,QGA,7,6,2037.637076333692
medium,QGA,7,7,2037.637076333692
medium,QGA,7,8,2037.637076333692
medium,QGA,7,9,2037.637076333692
medium,QGA,7,10,2037.637076333692
medium,QGA,7,11,2037.637076333692
medium,QGA,7,12,1443.3797802787565
medium,QGA,7,13,1443.3797802787565
medium,QGA,7,14,1443.3797802787565
medium,QGA,7,15,1443.3797802787565
medium,QGA,7,16,1443.3797802787565
medium,QGA,7,17,1443.3797802787565
medium,QGA,7,18,1443.3797802787565
medium,QGA,7,19,1443.3797802787565
medium,QGA,7,20,1443.3797802787565
medium,QGA,7,21,1443.3797802787565
medium,QGA,7,22,1443.3797802787565
medium,QGA,7,23,1443.3797802787565
medium,QGA,7,24,1443.3797802787565
medium,QGA,7,25,1443.3797802787565
medium,QGA,7,26,1443.3797802787565
medium,QGA,7,27,1345.708610698645
medium,QGA,7,28,1173.8435843423129
medium,QGA,7,29,1173.8435843423129
medium,QGA,7,30,1173.8435843423129
medium,QGA,7,31,1133.2227865273246
medium,QGA,7,32,1133.2227865273246
medium,QGA,7,33,1133.2227865273246
medium,QGA,7,34,1105.0950008771617
medium,QGA,7,35,1105.0950008771617
medium,QGA,7,36,1097.6660424851275
medium,QGA,7,37,1095.3750440243796
medium,QGA,7,38,1095.3750440243796
medium,QGA,7,39,1095.3750440243796
medium,QGA,7,40,1095.3750440243796
medium,QGA,7,41,1095.3750440243796
medium,QGA,7,42,1095.3750440243796
medium,QGA,7,43,1095.3750440243796
medium,QGA,7,44,1095.3750440243796
medium,QGA,7,45,1095.3750440243796
medium,QGA,7,46,1095.3750440243796
medium,QGA,7,47,1091.3481698356773
medium,QGA,7,48,1091.3481698356773
medium,QGA,7,49,1091.3481698356773
medium,QGA,8,0,4465.66862238807
medium,QGA,8,1,3460.397225659307
medium,QGA,8,2,3460.397225659307
medium,QGA,8,3,2754.8781010478156
medium,QGA,8,4,2754.8781010478156
medium,QGA,8,5,2754.8781010478156
medium,QGA,8,6,1908.59306598361
medium,QGA,8,7,1908.59306598361
medium,QGA,8,8,1908.59306598361
medium,QGA,8,9,1908.59306598361
medium,QGA,8,10,1908.59306598361
medium,QGA,8,11,1908.59306598361
medium,QGA,8,12,1908.59306598361
medium,QGA,8,13,1908.59306598361
medium,QGA,8,14,1849.341934004746
medium,QGA,8,15,1849.341934004746
medium,QGA,8,16,1849.341934004746
medium,QGA,8,17,1849.341934004746
medium,QGA,8,18,1758.7102470786836
medium,QGA,8,19,1758.7102470786836
medium,QGA,8,20,1758.7102470786836
medium,QGA,8,21,1758.7102470786836
medium,QGA,8,22,1758.7102470786836
medium,QGA,8,23,1599.6181199911414
medium,QGA,8,24,1540.0819297027465
medium,QGA,8,25,1540.0819297027465
medium,QGA,8,26,1319.2256407194118
medium,QGA,8,27,1319.2256407194118
medium,QGA,8,28,1319.2256407194118
medium,QGA,8,29,1212.3529741028574
medium,QGA,8,30,1005.9497861741504
medium,QGA,8,31,1005.9497861741504
medium,QGA,8,32,1005.9497861741504
medium,QGA,8,33,1005.9497861741504
medium,QGA,8,34,1005.9497861741504
medium,QGA,8,35,1005.9497861741504
medium,QGA,8,36,1005.9497861741504
medium,QGA,8,37,1005.9497861741504
medium,QGA,8,38,1005.9497861741504
medium,QGA,8,39,1003.4482557189385
medium,QGA,8,40,995.2565038935984
medium,QGA,8,41,995.2565038935984
medium,QGA,8,42,991.3820074944463
medium,QGA,8,43,991.3820074944463
medium,QGA,8,44,991.3820074944463
medium,QGA,8,45,991.3820074944463
medium,QGA,8,46,991.3820074944463
medium,QGA,8,47,988.6821468972718
medium,QGA,8,48,988.6821468972718
medium,QGA,8,49,988.6821468972718
medium,QGA,9,0,3532.3042200292202
medium,QGA,9,1,2594.892343880031
medium,QGA,9,2,2594.892343880031
medium,QGA,9,3,2594.892343880031
medium,QGA,9,4,2594.892343880031
medium,QGA,9,5,2594.892343880031
medium,QGA,9,6,2594.892343880031
medium,QGA,9,7,2569.018002459385
medium,QGA,9,8,2569.018002459385
medium,QGA,9,9,2569.018002459385
medium,QGA,9,10,2569.018002459385
medium,QGA,9,11,2569.018002459385
medium,QGA,9,12,2569.018002459385
medium,QGA,9,13,2569.018002459385
medium,QGA,9,14,2569.018002459385
medium,QGA,9,15,2569.018002459385
medium,QGA,9,16,2569.018002459385
medium,QGA,9,17,2173.990055385869
medium,QGA,9,18,2173.990055385869
medium,QGA,9,19,2173.990055385869
medium,QGA,9,20,2173.990055385869
medium,QGA,9,21,2173.990055385869
medium,QGA,9,22,2079.2256234826777
medium,QGA,9,23,2050.2721089287747
medium,QGA,9,24,1693.5224250431609
medium,QGA,9,25,1693.5224250431609
medium,QGA,9,26,1693.5224250431609
medium,QGA,9,27,1646.2826223099773
medium,QGA,9,28,1607.3208833301674
medium,QGA,9,29,1607.3208833301674
medium,QGA,9,30,1607.3208833301674
medium,QGA,9,31,1607.3208833301674
medium,QGA,9,32,1607.3208833301674
medium,QGA,9,33,1607.3208833301674
medium,QGA,9,34,1367.0329832056595
medium,QGA,9,35,1367.0329832056595
medium,QGA,9,36,1367.0329832056595
medium,QGA,9,37,1367.0329832056595
medium,QGA,9,38,1328.9252398590784
medium,QGA,9,39,1328.9252398590784
medium,QGA,9,40,1328.9252398590784
medium,QGA,9,41,1328.9252398590784
medium,QGA,9,42,1143.6474165405473
medium,QGA,9,43,1143.6474165405473
medium,QGA,9,44,1143.6474165405473
medium,QGA,9,45,1025.8731295778075
medium,QGA,9,46,1025.8731295778075
medium,QGA,9,47,1025.8731295778075
medium,QGA,9,48,1025.8731295778075
medium,QGA,9,49,1025.8731295778075
medium,Q2GA,0,0,2613.801795177168
medium,Q2GA,0,1,2613.801795177168
medium,Q2GA,0,2,2613.801795177168
medium,Q2GA,0,3,2613.801795177168
medium,Q2GA,0,4,2158.7956893596374
medium,Q2GA,0,5,2158.7956893596374
medium,Q2GA,0,6,1965.618365213436
medium,Q2GA,0,7,1965.618365213436
medium,Q2GA,0,8,1965.618365213436
medium,Q2GA,0,9,1965.618365213436
medium,Q2GA,0,10,1965.618365213436
medium,Q2GA,0,11,1750.8893334583217
medium,Q2GA,0,12,1750.8893334583217
medium,Q2GA,0,13,1711.1317450414385
medium,Q2GA,0,14,1493.6149586679812
medium,Q2GA,0,15,1493.6149586679812
medium,Q2GA,0,16,1493.6149586679812
medium,Q2GA,0,17,1383.033415235591
medium,Q2GA,0,18,1383.033415235591
medium,Q2GA,0,19,1383.033415235591
medium,Q2GA,0,20,1358.950686972051
medium,Q2GA,0,21,1358.950686972051
medium,Q2GA,0,22,1295.6567300898455
medium,Q2GA,0,23,1291.2289460445677
medium,Q2GA,0,24,1291.2289460445677
medium,Q2GA,0,25,1108.9727834203227
medium,Q2GA,0,26,1096.053766391325
medium,Q2GA,0,27,1096.053766391325
medium,Q2GA,0,28,926.4515087513868
medium,Q2GA,0,29,926.4515087513868
medium,Q2GA,0,30,926.4515087513868
medium,Q2GA,0,31,926.4515087513868
medium,Q2GA,0,32,926.4515087513868
medium,Q2GA,0,33,877.1175754127638
medium,Q2GA,0,34,877.1175754127638
medium,Q2GA,0,35,877.1175754127638
medium,Q2GA,0,36,877.1175754127638
medium,Q2GA,0,37,877.1175754127638
medium,Q2GA,0,38,596.7118924755973
medium,Q2GA,0,39,596.7118924755973
medium,Q2GA,0,40,596.7118924755973
medium,Q2GA,0,41,596.7118924755973
medium,Q2GA,0,42,596.7118924755973
medium,Q2GA,0,43,596.7118924755973
medium,Q2GA,0,44,596.7118924755973
medium,Q2GA,0,45,596.7118924755973
medium,Q2GA,0,46,596.7118924755973
medium,Q2GA,0,47,596.7118924755973
medium,Q2GA,0,48,596.7118924755973
medium,Q2GA,0,49,591.3059718929202
medium,Q2GA,1,0,2840.5050063967046
medium,Q2GA,1,1,2840.5050063967046
medium,Q2GA,1,2,2500.309676418284
medium,Q2GA,1,3,2500.309676418284
medium,Q2GA,1,4,1642.4002106949665
medium,Q2GA,1,5,1327.6155713452795
medium,Q2GA,1,6,1327.6155713452795
medium,Q2GA,1,7,1327.6155713452795
medium,Q2GA,1,8,1327.6155713452795
medium,Q2GA,1,9,1327.6155713452795
medium,Q2GA,1,10,1327.6155713452795
medium,Q2GA,1,11,1327.6155713452795
medium,Q2GA,1,12,1327.6155713452795
medium,Q2GA,1,13,956.0333007125648
medium,Q2GA,1,14,956.0333007125648
medium,Q2GA,1,15,956.0333007125648
medium,Q2GA,1,16,956.0333007125648
medium,Q2GA,1,17,956.0333007125648
medium,Q2GA,1,18,954.457349341551
medium,Q2GA,1,19,954.457349341551
medium,Q2GA,1,20,954.457349341551
medium,Q2GA,1,21,954.457349341551
medium,Q2GA,1,22,954.457349341551
medium,Q2GA,1,23,952.6301813788668
medium,Q2GA,1,24,952.6301813788668
medium,Q2GA,1,25,952.6301813788668
medium,Q2GA,1,26,952.6301813788668
medium,Q2GA,1,27,878.3006595253896
medium,Q2GA,1,28,878.3006595253896
medium,Q2GA,1,29,878.2588341221051
medium,Q2GA,1,30,873.8339391211703
medium,Q2GA,1,31,873.8339391211703
medium,Q2GA,1,32,873.8339391211703
medium,Q2GA,1,33,873.8339391211703
medium,Q2GA,1,34,872.5399319439887
medium,Q2GA,1,35,872.5399319439887
medium,Q2GA,1,36,868.6445033907244
medium,Q2GA,1,37,868.6445033907244
medium,Q2GA,1,38,868.6445033907244
medium,Q2GA,1,39,868.6445033907244
medium,Q2GA,1,40,868.6445033907244
medium,Q2GA,1,41,868.6445033907244
medium,Q2GA,1,42,811.4679473628155
medium,Q2GA,1,43,811.4679473628155
medium,Q2GA,1,44,756.2431483338557
medium,Q2GA,1,45,756.2431483338557
medium,Q2GA,1,46,753.5214273169524
medium,Q2GA,1,47,753.5214273169524
medium,Q2GA,1,48,753.5214273169524
medium,Q2GA,1,49,753.5214273169524
medium,Q2GA,2,0,3173.9351538424603
medium,Q2GA,2,1,2349.7747846948464
medium,Q2GA,2,2,2349.7747846948464
medium,Q2GA,2,3,2349.7747846948464
medium,Q2GA,2,4,2349.7747846948464
medium,Q2GA,2,5,2349.7747846948464
medium,Q2GA,2,6,2349.7747846948464
medium,Q2GA,2,7,2346.397972054391
medium,Q2GA,2,8,2290.39881816769
medium,Q2GA,2,9,2290.39881816769
medium,Q2GA,2,10,2238.147137271449
medium,Q2GA,2,11,2177.674382296103
medium,Q2GA,2,12,2177.674382296103
medium,Q2GA,2,13,2013.8139179885457
medium,Q2GA,2,14,1991.3527360913063
medium,Q2GA,2,15,1991.3527360913063
medium,Q2GA,2,16,1702.5575870130272
medium,Q2GA,2,17,1702.5575870130272
medium,Q2GA,2,18,1685.4124860633835
medium,Q2GA,2,19,1685.4124860633835
medium,Q2GA,2,20,1464.8883573989194
medium,Q2GA,2,21,1464.8883573989194
medium,Q2GA,2,22,1407.860249821669
medium,Q2GA,2,23,1407.860249821669
medium,Q2GA,2,24,1407.860249821669
medium,Q2GA,2,25,1407.860249821669
medium,Q2GA,2,26,1372.9066038385772
medium,Q2GA,2,27,1372.9066038385772
medium,Q2GA,2,28,1372.9066038385772
medium,Q2GA,2,29,1372.9066038385772
medium,Q2GA,2,30,1372.9066038385772
medium,Q2GA,2,31,1372.9066038385772
medium,Q2GA,2,32,1346.6505072577474
medium,Q2GA,2,33,1158.123032411671
medium,Q2GA,2,34,1158.123032411671
medium,Q2GA,2,35,1158.123032411671
medium,Q2GA,2,36,1144.9404956018643
medium,Q2GA,2,37,1144.9404956018643
medium,Q2GA,2,38,1144.9404956018643
medium,Q2GA,2,39,1144.9404956018643
medium,Q2GA,2,40,1144.9404956018643
medium,Q2GA,2,41,1144.9404956018643
medium,Q2GA,2,42,1144.9404956018643
medium,Q2GA,2,43,1135.1843007257949
medium,Q2GA,2,44,1135.1843007257949
medium,Q2GA,2,45,1135.1843007257949
medium,Q2GA,2,46,1135.1843007257949
medium,Q2GA,2,47,1135.1843007257949
medium,Q2GA,2,48,1135.1843007257949
medium,Q2GA,2,49,1135.1843007257949
medium,Q2GA,3,0,3262.722170549022
medium,Q2GA,3,1,3033.873123175489
medium,Q2GA,3,2,3033.873123175489
medium,Q2GA,3,3,2599.8402745994513
medium,Q2GA,3,4,2599.8402745994513
medium,Q2GA,3,5,2599.8402745994513
medium,Q2GA,3,6,2599.8402745994513
medium,Q2GA,3,7,2491.535818340246
medium,Q2GA,3,8,2425.784500116304
medium,Q2GA,3,9,1882.2254913718134
medium,Q2GA,3,10,1882.2254913718134
medium,Q2GA,3,11,1882.2254913718134
medium,Q2GA,3,12,1882.2254913718134
medium,Q2GA,3,13,1882.2254913718134
medium,Q2GA,3,14,1626.218596680719
medium,Q2GA,3,15,1626.218596680719
medium,Q2GA,3,16,1626.218596680719
medium,Q2GA,3,17,1626.218596680719
medium,Q2GA,3,18,1523.6109682111794
medium,Q2GA,3,19,1523.6109682111794
medium,Q2GA,3,20,1523.6109682111794
medium,Q2GA,3,21,1523.6109682111794
medium,Q2GA,3,22,1523.6109682111794
medium,Q2GA,3,23,1523.6109682111794
medium,Q2GA,3,24,1523.6109682111794
medium,Q2GA,3,25,1523.6109682111794
medium,Q2GA,3,26,1523.6109682111794
medium,Q2GA,3,27,1472.7736720106525
medium,Q2GA,3,28,1405.5416357688966
medium,Q2GA,3,29,1405.5416357688966
medium,Q2GA,3,30,1405.5416357688966
medium,Q2GA,3,31,1405.5416357688966
medium,Q2GA,3,32,1405.5416357688966
medium,Q2GA,3,33,1405.5416357688966
medium,Q2GA,3,34,1405.5416357688966
medium,Q2GA,3,35,1405.5416357688966
medium,Q2GA,3,36,1405.5416357688966
medium,Q2GA,3,37,1405.5416357688966
medium,Q2GA,3,38,1405.5416357688966
medium,Q2GA,3,39,1402.3384381054202
medium,Q2GA,3,40,1402.3384381054202
medium,Q2GA,3,41,1402.3384381054202
medium,Q2GA,3,42,1399.8469619044986
medium,Q2GA,3,43,1399.8469619044986
medium,Q2GA,3,44,1032.4813765760287
medium,Q2GA,3,45,1032.4813765760287
medium,Q2GA,3,46,1032.4813765760287
medium,Q2GA,3,47,1032.4813765760287
medium,Q2GA,3,48,1032.4813765760287
medium,Q2GA,3,49,1032.4813765760287
medium,Q2GA,4,0,3770.5692628262004
medium,Q2GA,4,1,3513.169817820688
medium,Q2GA,4,2,3513.169817820688
medium,Q2GA,4,3,3513.169817820688
medium,Q2GA,4,4,3200.529999588594
medium,Q2GA,4,5,3200.529999588594
medium,Q2GA,4,6,2717.958094890122
medium,Q2GA,4,7,2717.958094890122
medium,Q2GA,4,8,2354.428290738093
medium,Q2GA,4,9,2354.428290738093
medium,Q2GA,4,10,2318.520592177628
medium,Q2GA,4,11,1641.8626690477806
medium,Q2GA,4,12,1641.8626690477806
medium,Q2GA,4,13,1641.8626690477806
medium,Q2GA,4,14,1300.824244699232
medium,Q2GA,4,15,1300.824244699232
medium,Q2GA,4,16,1300.824244699232
medium,Q2GA,4,17,1300.824244699232
medium,Q2GA,4,18,1300.824244699232
medium,Q2GA,4,19,1279.5028219943838
medium,Q2GA,4,20,1279.5028219943838
medium,Q2GA,4,21,1247.9354454697914
medium,Q2GA,4,22,1247.9354454697914
medium,Q2GA,4,23,1247.9354454697914
medium,Q2GA,4,24,1240.247208343835
medium,Q2GA,4,25,1132.4293746796386
medium,Q2GA,4,26,1132.4293746796386
medium,Q2GA,4,27,1132.4293746796386
medium,Q2GA,4,28,1132.4293746796386
medium,Q2GA,4,29,1030.798098818418
medium,Q2GA,4,30,1030.798098818418
medium,Q2GA,4,31,1030.798098818418
medium,Q2GA,4,32,1030.798098818418
medium,Q2GA,4,33,1030.798098818418
medium,Q2GA,4,34,912.2011720330096
medium,Q2GA,4,35,912.2011720330096
medium,Q2GA,4,36,912.2011720330096
medium,Q2GA,4,37,912.2011720330096
medium,Q2GA,4,38,912.2011720330096
medium,Q2GA,4,39,912.2011720330096
