size,algorithm,seed,generation,best_fitness
small,Q2GA,2,3,975.5682594126927
small,Q2GA,2,4,975.5682594126927
small,Q2GA,2,5,975.5682594126927
small,Q2GA,2,6,975.5682594126927
small,Q2GA,2,7,975.5682594126927
small,Q2GA,2,8,906.331563226393
small,Q2GA,2,9,906.331563226393
small,Q2GA,2,10,906.331563226393
small,Q2GA,2,11,906.331563226393
small,Q2GA,2,12,891.4739239409955
small,Q2GA,2,13,852.9732535102256
small,Q2GA,2,14,852.9732535102256
small,Q2GA,2,15,848.1310128024171
small,Q2GA,2,16,848.1310128024171
small,Q2GA,2,17,848.1310128024171
small,Q2GA,2,18,848.1310128024171
small,Q2GA,2,19,848.1310128024171
small,Q2GA,2,20,848.1310128024171
small,Q2GA,2,21,848.1310128024171
small,Q2GA,2,22,848.1310128024171
small,Q2GA,2,23,848.1310128024171
small,Q2GA,2,24,848.1310128024171
small,Q2GA,2,25,847.607767201459
small,Q2GA,2,26,847.607767201459
small,Q2GA,2,27,847.607767201459
small,Q2GA,2,28,847.607767201459
small,Q2GA,2,29,847.607767201459
small,Q2GA,2,30,847.607767201459
small,Q2GA,2,31,847.607767201459
small,Q2GA,2,32,823.4300379577884
small,Q2GA,2,33,823.4300379577884
small,Q2GA,2,34,822.4792107952304
small,Q2GA,2,35,792.3656808707308
small,Q2GA,2,36,792.3656808707308
small,Q2GA,2,37,792.3656808707308
small,Q2GA,2,38,598.6019807936106
small,Q2GA,2,39,598.6019807936106
small,Q2GA,2,40,598.6019807936106
small,Q2GA,2,41,579.198997743853
small,Q2GA,2,42,579.198997743853
small,Q2GA,2,43,574.6897064819184
small,Q2GA,2,44,574.6897064819184
small,Q2GA,2,45,552.1605953678506
small,Q2GA,2,46,552.1605953678506
small,Q2GA,2,47,552.1605953678506
small,Q2GA,2,48,552.1605953678506
small,Q2GA,2,49,552.1605953678506
small,Q2GA,3,0,1236.720486685335
small,Q2GA,3,1,1236.720486685335
small,Q2GA,3,2,1165.8854781565235
small,Q2GA,3,3,1112.5633830416223
small,Q2GA,3,4,779.92293703253
small,Q2GA,3,5,779.92293703253
small,Q2GA,3,6,779.92293703253
small,Q2GA,3,7,779.92293703253
small,Q2GA,3,8,779.92293703253
small,Q2GA,3,9,758.5232129242938
small,Q2GA,3,10,758.5232129242938
small,Q2GA,3,11,705.0575830210346
small,Q2GA,3,12,705.0575830210346
small,Q2GA,3,13,429.81686263700607
small,Q2GA,3,14,429.81686263700607
small,Q2GA,3,15,429.81686263700607
small,Q2GA,3,16,429.81686263700607
small,Q2GA,3,17,429.81686263700607
small,Q2GA,3,18,429.0444385794111
small,Q2GA,3,19,429.0444385794111
small,Q2GA,3,20,429.0444385794111
small,Q2GA,3,21,429.0444385794111
small,Q2GA,3,22,429.0444385794111
small,Q2GA,3,23,429.0444385794111
small,Q2GA,3,24,429.0444385794111
small,Q2GA,3,25,429.0444385794111
small,Q2GA,3,26,429.0444385794111
small,Q2GA,3,27,429.0444385794111
small,Q2GA,3,28,429.0444385794111
small,Q2GA,3,29,429.0444385794111
small,Q2GA,3,30,429.0444385794111
small,Q2GA,3,31,429.0444385794111
small,Q2GA,3,32,429.0444385794111
small,Q2GA,3,33,429.0444385794111
small,Q2GA,3,34,429.0444385794111
small,Q2GA,3,35,429.0444385794111
small,Q2GA,3,36,429.0444385794111
small,Q2GA,3,37,429.0444385794111
small,Q2GA,3,38,429.0444385794111
small,Q2GA,3,39,429.0444385794111
small,Q2GA,3,40,429.0444385794111
small,Q2GA,3,41,429.0444385794111
small,Q2GA,3,42,429.0444385794111
small,Q2GA,3,43,429.0444385794111
small,Q2GA,3,44,429.0444385794111
small,Q2GA,3,45,429.0444385794111
small,Q2GA,3,46,429.0444385794111
small,Q2GA,3,47,429.0444385794111
small,Q2GA,3,48,429.0444385794111
small,Q2GA,3,49,429.0444385794111
small,Q2GA,4,0,1046.484957980957
small,Q2GA,4,1,697.7593359168736
small,Q2GA,4,2,697.7593359168736
small,Q2GA,4,3,697.7593359168736
small,Q2GA,4,4,697.7593359168736
small,Q2GA,4,5,683.0149418463033
small,Q2GA,4,6,683.0149418463033
small,Q2GA,4,7,683.0149418463033
small,Q2GA,4,8,683.0149418463033
small,Q2GA,4,9,683.0149418463033
small,Q2GA,4,10,683.0149418463033
small,Q2GA,4,11,683.0149418463033
small,Q2GA,4,12,683.0149418463033
small,Q2GA,4,13,683.0149418463033
small,Q2GA,4,14,683.0149418463033
small,Q2GA,4,15,671.8997456982644
small,Q2GA,4,16,671.8997456982644
small,Q2GA,4,17,671.8997456982644
small,Q2GA,4,18,671.8997456982644
small,Q2GA,4,19,671.8997456982644
small,Q2GA,4,20,671.8997456982644
small,Q2GA,4,21,671.8997456982644
small,Q2GA,4,22,671.8997456982644
small,Q2GA,4,23,671.8997456982644
small,Q2GA,4,24,671.8997456982644
small,Q2GA,4,25,671.8997456982644
small,Q2GA,4,26,671.8997456982644
small,Q2GA,4,27,671.8997456982644
small,Q2GA,4,28,671.8997456982644
small,Q2GA,4,29,671.8997456982644
small,Q2GA,4,30,671.8997456982644
small,Q2GA,4,31,671.8997456982644
small,Q2GA,4,32,671.8997456982644
small,Q2GA,4,33,671.8997456982644
small,Q2GA,4,34,671.8997456982644
small,Q2GA,4,35,671.8997456982644
small,Q2GA,4,36,671.8997456982644
small,Q2GA,4,37,623.6706768259257
small,Q2GA,4,38,623.6706768259257
small,Q2GA,4,39,623.6706768259257
small,Q2GA,4,40,623.6706768259257
small,Q2GA,4,41,623.6706768259257
small,Q2GA,4,42,623.6706768259257
small,Q2GA,4,43,623.6706768259257
small,Q2GA,4,44,623.6706768259257
small,Q2GA,4,45,623.6706768259257
small,Q2GA,4,46,623.6706768259257
small,Q2GA,4,47,623.6706768259257
small,Q2GA,4,48,622.4359865672942
small,Q2GA,4,49,622.4359865672942
small,Q2GA,5,0,1101.7361237234481
small,Q2GA,5,1,1101.7361237234481
small,Q2GA,5,2,1101.7361237234481
small,Q2GA,5,3,1101.7361237234481
small,Q2GA,5,4,1101.7361237234481
small,Q2GA,5,5,1032.2276465336317
small,Q2GA,5,6,1013.4021198096973
small,Q2GA,5,7,863.9160601959707
small,Q2GA,5,8,863.9160601959707
small,Q2GA,5,9,730.8148012032811
small,Q2GA,5,10,730.8148012032811
small,Q2GA,5,11,730.8148012032811
small,Q2GA,5,12,722.8537391685866
small,Q2GA,5,13,646.2104805460866
small,Q2GA,5,14,646.2104805460866
small,Q2GA,5,15,646.2104805460866
small,Q2GA,5,16,646.2104805460866
small,Q2GA,5,17,646.2104805460866
small,Q2GA,5,18,646.2104805460866
small,Q2GA,5,19,646.2104805460866
small,Q2GA,5,20,646.2104805460866
small,Q2GA,5,21,646.2104805460866
small,Q2GA,5,22,646.2104805460866
small,Q2GA,5,23,646.2104805460866
small,Q2GA,5,24,646.2104805460866
small,Q2GA,5,25,646.2104805460866
small,Q2GA,5,26,622.6788169601377
small,Q2GA,5,27,622.6788169601377
small,Q2GA,5,28,622.6788169601377
small,Q2GA,5,29,611.0375909966812
small,Q2GA,5,30,553.3994128402848
small,Q2GA,5,31,553.3994128402848
small,Q2GA,5,32,553.3994128402848
small,Q2GA,5,33,553.3994128402848
small,Q2GA,5,34,553.3994128402848
small,Q2GA,5,35,553.3994128402848
small,Q2GA,5,36,553.3994128402848
small,Q2GA,5,37,553.3994128402848
small,Q2GA,5,38,553.3994128402848
small,Q2GA,5,39,553.3994128402848
small,Q2GA,5,40,553.3994128402848
small,Q2GA,5,41,553.3994128402848
small,Q2GA,5,42,553.3994128402848
small,Q2GA,5,43,553.3994128402848
small,Q2GA,5,44,553.3994128402848
small,Q2GA,5,45,553.3994128402848
small,Q2GA,5,46,553.3994128402848
small,Q2GA,5,47,553.3994128402848
small,Q2GA,5,48,553.3994128402848
small,Q2GA,5,49,553.3994128402848
small,Q2GA,6,0,1310.8406511623457
small,Q2GA,6,1,1156.970346829034
small,Q2GA,6,2,1156.970346829034
small,Q2GA,6,3,1156.970346829034
small,Q2GA,6,4,1044.5855826855
small,Q2GA,6,5,1022.3885757814934
small,Q2GA,6,6,924.7995534545898
small,Q2GA,6,7,924.7995534545898
small,Q2GA,6,8,924.7995534545898
small,Q2GA,6,9,924.7995534545898
small,Q2GA,6,10,924.002071783818
small,Q2GA,6,11,839.7564972209823
small,Q2GA,6,12,839.7564972209823
small,Q2GA,6,13,740.2065273848834
small,Q2GA,6,14,734.5902054451552
small,Q2GA,6,15,728.2527658194664
small,Q2GA,6,16,728.2527658194664
small,Q2GA,6,17,728.2527658194664
small,Q2GA,6,18,678.8228683407953
small,Q2GA,6,19,678.8228683407953
small,Q2GA,6,20,678.8228683407953
small,Q2GA,6,21,677.680809538719
small,Q2GA,6,22,644.5134894626815
small,Q2GA,6,23,644.1224759778491
small,Q2GA,6,24,643.9214647098298
small,Q2GA,6,25,636.2190901135309
small,Q2GA,6,26,636.2190901135309
small,Q2GA,6,27,636.2190901135309
small,Q2GA,6,28,636.2190901135309
small,Q2GA,6,29,617.5294373887924
small,Q2GA,6,30,617.5294373887924
small,Q2GA,6,31,616.9374126359406
small,Q2GA,6,32,609.7062810043599
small,Q2GA,6,33,609.7062810043599
small,Q2GA,6,34,609.7062810043599
small,Q2GA,6,35,609.7062810043599
small,Q2GA,6,36,609.7062810043599
small,Q2GA,6,37,586.9309203748811
small,Q2GA,6,38,586.9309203748811
small,Q2GA,6,39,586.7299091068617
small,Q2GA,6,40,586.7299091068617
small,Q2GA,6,41,586.7299091068617
small,Q2GA,6,42,586.7299091068617
small,Q2GA,6,43,586.7299091068617
small,Q2GA,6,44,586.7299091068617
small,Q2GA,6,45,586.7299091068617
small,Q2GA,6,46,585.3322161813758
small,Q2GA,6,47,585.3322161813758
small,Q2GA,6,48,583.4730919120188
small,Q2GA,6,49,583.4730919120188
small,Q2GA,7,0,1416.3237327206025
small,Q2GA,7,1,1163.007383091221
small,Q2GA,7,2,1163.007383091221
small,Q2GA,7,3,1163.007383091221
small,Q2GA,7,4,1037.4645745150233
small,Q2GA,7,5,1037.4645745150233
small,Q2GA,7,6,1037.4645745150233
small,Q2GA,7,7,1028.3900890787381
small,Q2GA,7,8,1028.3900890787381
small,Q2GA,7,9,935.3604736205689
small,Q2GA,7,10,935.3604736205689
small,Q2GA,7,11,935.3604736205689
small,Q2GA,7,12,934.2184148184926
small,Q2GA,7,13,910.3890282214045
small,Q2GA,7,14,667.0713570820549
small,Q2GA,7,15,667.0713570820549
small,Q2GA,7,16,665.3269797075378
small,Q2GA,7,17,604.5551701474736
small,Q2GA,7,18,604.5551701474736
small,Q2GA,7,19,604.2926653018985
small,Q2GA,7,20,598.934093130446
small,Q2GA,7,21,598.934093130446
small,Q2GA,7,22,598.934093130446
small,Q2GA,7,23,598.934093130446
small,Q2GA,7,24,596.710954926215
small,Q2GA,7,25,596.710954926215
small,Q2GA,7,26,596.710954926215
small,Q2GA,7,27,596.710954926215
small,Q2GA,7,28,596.710954926215
small,Q2GA,7,29,596.710954926215
small,Q2GA,7,30,596.710954926215
small,Q2GA,7,31,596.710954926215
small,Q2GA,7,32,548.0532626630456
small,Q2GA,7,33,548.0532626630456
small,Q2GA,7,34,548.0532626630456
small,Q2GA,7,35,548.0532626630456
small,Q2GA,7,36,548.0532626630456
small,Q2GA,7,37,548.0532626630456
small,Q2GA,7,38,548.0532626630456
small,Q2GA,7,39,548.0532626630456
small,Q2GA,7,40,548.0532626630456
small,Q2GA,7,41,548.0532626630456
small,Q2GA,7,42,548.0532626630456
small,Q2GA,7,43,548.0532626630456
small,Q2GA,7,44,548.0532626630456
small,Q2GA,7,45,548.0532626630456
small,Q2GA,7,46,548.0532626630456
small,Q2GA,7,47,548.0532626630456
small,Q2GA,7,48,548.0532626630456
small,Q2GA,7,49,548.0532626630456
small,Q2GA,8,0,1164.0895723459985
small,Q2GA,8,1,1164.0895723459985
small,Q2GA,8,2,1037.8619559447693
small,Q2GA,8,3,1026.6772449753075
small,Q2GA,8,4,982.1847331975582
small,Q2GA,8,5,982.1847331975582
small,Q2GA,8,6,982.1847331975582
small,Q2GA,8,7,982.1847331975582
small,Q2GA,8,8,974.0043750500954
small,Q2GA,8,9,937.64297291159
small,Q2GA,8,10,880.3010880268525
small,Q2GA,8,11,880.3010880268525
small,Q2GA,8,12,880.3010880268525
small,Q2GA,8,13,880.3010880268525
small,Q2GA,8,14,847.4606467975902
small,Q2GA,8,15,845.5211063247423
small,Q2GA,8,16,845.5211063247423
small,Q2GA,8,17,664.2669325186508
small,Q2GA,8,18,664.2669325186508
small,Q2GA,8,19,664.2669325186508
small,Q2GA,8,20,664.2669325186508
small,Q2GA,8,21,653.5306168960428
small,Q2GA,8,22,653.5306168960428
small,Q2GA,8,23,582.6246737084471
small,Q2GA,8,24,582.6246737084471
small,Q2GA,8,25,582.6246737084471
small,Q2GA,8,26,566.6041491816135
small,Q2GA,8,27,566.6041491816135
small,Q2GA,8,28,514.7858054815699
small,Q2GA,8,29,514.6997684684713
small,Q2GA,8,30,509.13445541755897
small,Q2GA,8,31,509.13445541755897
small,Q2GA,8,32,509.13445541755897
small,Q2GA,8,33,508.42301075988564
small,Q2GA,8,34,508.42301075988564
small,Q2GA,8,35,508.42301075988564
small,Q2GA,8,36,508.42301075988564
small,Q2GA,8,37,508.42301075988564
small,Q2GA,8,38,508.42301075988564
small,Q2GA,8,39,508.42301075988564
small,Q2GA,8,40,508.42301075988564
small,Q2GA,8,41,508.42301075988564
small,Q2GA,8,42,508.42301075988564
small,Q2GA,8,43,508.42301075988564
small,Q2GA,8,44,508.42301075988564
small,Q2GA,8,45,508.42301075988564
small,Q2GA,8,46,508.42301075988564
small,Q2GA,8,47,508.42301075988564
small,Q2GA,8,48,477.5867299156497
small,Q2GA,8,49,477.5867299156497
small,Q2GA,9,0,1168.9480368194104
small,Q2GA,9,1,1168.9480368194104
small,Q2GA,9,2,762.5814817392124
small,Q2GA,9,3,762.5779781758289
small,Q2GA,9,4,762.5779781758289
small,Q2GA,9,5,762.5779781758289
small,Q2GA,9,6,762.5779781758289
small,Q2GA,9,7,762.5779781758289
small,Q2GA,9,8,455.67553312283223
small,Q2GA,9,9,455.67553312283223
small,Q2GA,9,10,454.0712081197195
small,Q2GA,9,11,452.7160522638634
small,Q2GA,9,12,452.7160522638634
small,Q2GA,9,13,452.36851273923105
small,Q2GA,9,14,452.36851273923105
small,Q2GA,9,15,452.36851273923105
small,Q2GA,9,16,450.8625488041139
small,Q2GA,9,17,450.8625488041139
small,Q2GA,9,18,450.8625488041139
small,Q2GA,9,19,450.8625488041139
small,Q2GA,9,20,450.8625488041139
small,Q2GA,9,21,450.8625488041139
small,Q2GA,9,22,445.3987014273515
small,Q2GA,9,23,445.3987014273515
small,Q2GA,9,24,445.3987014273515
small,Q2GA,9,25,445.3987014273515
small,Q2GA,9,26,445.3987014273515
small,Q2GA,9,27,445.3987014273515
small,Q2GA,9,28,445.3987014273515
small,Q2GA,9,29,445.3987014273515
small,Q2GA,9,30,445.3987014273515
small,Q2GA,9,31,445.3987014273515
small,Q2GA,9,32,445.3987014273515
small,Q2GA,9,33,445.3987014273515
small,Q2GA,9,34,445.3987014273515
small,Q2GA,9,35,445.3987014273515
small,Q2GA,9,36,445.3987014273515
small,Q2GA,9,37,445.3987014273515
small,Q2GA,9,38,445.3987014273515
small,Q2GA,9,39,445.3987014273515
small,Q2GA,9,40,445.3987014273515
small,Q2GA,9,41,445.3987014273515
small,Q2GA,9,42,445.3987014273515
small,Q2GA,9,43,445.3987014273515
small,Q2GA,9,44,445.3987014273515
small,Q2GA,9,45,445.3987014273515
small,Q2GA,9,46,445.3987014273515
small,Q2GA,9,47,445.3987014273515
small,Q2GA,9,48,445.3987014273515
small,Q2GA,9,49,445.3987014273515
medium,GA,0,0,3189.2816946430926
medium,GA,0,1,2820.2519289323327
medium,GA,0,2,2820.2402733461445
medium,GA,0,3,2820.2402733461445
medium,GA,0,4,2820.2402733461445
medium,GA,0,5,2325.9701997496854
medium,GA,0,6,1992.518433616195
medium,GA,0,7,1905.2318813749255
medium,GA,0,8,1905.2318813749255
medium,GA,0,9,1888.280894494077
medium,GA,0,10,1751.3615932758198
medium,GA,0,11,1751.3615932758198
medium,GA,0,12,1658.8589554467994
medium,GA,0,13,1634.527542488516
medium,GA,0,14,1602.1955133663132
medium,GA,0,15,1602.1955133663132
medium,GA,0,16,1400.7370573170124
medium,GA,0,17,1394.888114781681
medium,GA,0,18,1331.9715534929865
medium,GA,0,19,1328.1821802553527
medium,GA,0,20,1328.1821802553527
medium,GA,0,21,1328.1821802553527
medium,GA,0,22,1325.79419545216
medium,GA,0,23,1325.79419545216
medium,GA,0,24,1324.4174051532905
medium,GA,0,25,1324.4174051532905
medium,GA,0,26,1324.4174051532905
medium,GA,0,27,1324.4174051532905
medium,GA,0,28,1321.3504571261917
medium,GA,0,29,1321.0775640998872
medium,GA,0,30,1321.0775640998872
medium,GA,0,31,1321.0775640998872
medium,GA,0,32,1321.0775640998872
medium,GA,0,33,1321.0775640998872
medium,GA,0,34,1290.4967710057967
medium,GA,0,35,1290.4967710057967
medium,GA,0,36,1290.4967710057967
medium,GA,0,37,1290.4967710057967
medium,GA,0,38,1285.831525291675
medium,GA,0,39,1285.831525291675
medium,GA,0,40,1285.6828511170886
medium,GA,0,41,1285.6828511170886
medium,GA,0,42,1154.0108679696373
medium,GA,0,43,1140.7653640841663
medium,GA,0,44,1140.7653640841663
medium,GA,0,45,1140.7653640841663
medium,GA,0,46,1140.7653640841663
medium,GA,0,47,1140.7653640841663
medium,GA,0,48,1140.7653640841663
medium,GA,0,49,1140.7653640841663
medium,GA,1,0,2136.0504913610807
medium,GA,1,1,2136.0504913610807
medium,GA,1,2,2136.0504913610807
medium,GA,1,3,2136.0504913610807
medium,GA,1,4,1925.9004090532599
medium,GA,1,5,1925.9004090532599
medium,GA,1,6,1909.4907154842463
medium,GA,1,7,1909.4907154842463
medium,GA,1,8,1888.7073617577867
medium,GA,1,9,1820.077600421471
medium,GA,1,10,1820.077600421471
medium,GA,1,11,1745.4778516362971
medium,GA,1,12,1745.4778516362971
medium,GA,1,13,1387.8096394129766
medium,GA,1,14,1387.8096394129766
medium,GA,1,15,1380.3478946319524
medium,GA,1,16,1339.8401485612767
medium,GA,1,17,1339.8401485612767
medium,GA,1,18,1106.3289143524935
medium,GA,1,19,1102.9373997003763
medium,GA,1,20,1102.9373997003763
medium,GA,1,21,1102.9373997003763
medium,GA,1,22,1102.9373997003763
medium,GA,1,23,1102.9373997003763
medium,GA,1,24,1097.469656231845
medium,GA,1,25,1097.469656231845
medium,GA,1,26,1097.469656231845
medium,GA,1,27,1097.469656231845
medium,GA,1,28,1097.469656231845
medium,GA,1,29,1097.469656231845
medium,GA,1,30,1004.5463418249999
medium,GA,1,31,1004.5463418249999
medium,GA,1,32,1004.5463418249999
medium,GA,1,33,1004.5463418249999
medium,GA,1,34,1004.5463418249999
medium,GA,1,35,1004.5463418249999
medium,GA,1,36,1004.5463418249999
medium,GA,1,37,1004.5463418249999
medium,GA,1,38,1004.5463418249999
medium,GA,1,39,1004.5463418249999
medium,GA,1,40,1004.5463418249999
medium,GA,1,41,1004.5463418249999
medium,GA,1,42,1004.5463418249999
medium,GA,1,43,1004.5463418249999
medium,GA,1,44,1004.5463418249999
medium,GA,1,45,1004.5463418249999
medium,GA,1,46,1004.5463418249999
medium,GA,1,47,1004.5463418249999
medium,GA,1,48,1004.5463418249999
medium,GA,1,49,1004.5463418249999
medium,GA,2,0,2819.559289200457
medium,GA,2,1,2819.559289200457
medium,GA,2,2,2806.740362991252
medium,GA,2,3,2806.740362991252
medium,GA,2,4,2526.3768928252957
medium,GA,2,5,2526.3768928252957
medium,GA,2,6,2526.3768928252957
medium,GA,2,7,2526.3768928252957
medium,GA,2,8,2526.3768928252957
medium,GA,2,9,2387.7934207600356
medium,GA,2,10,2387.7934207600356
medium,GA,2,11,2368.215394451061
medium,GA,2,12,2368.215394451061
medium,GA,2,13,2368.215394451061
medium,GA,2,14,2368.215394451061
medium,GA,2,15,2368.215394451061
medium,GA,2,16,1685.6267135837043
medium,GA,2,17,1685.6267135837043
medium,GA,2,18,1685.6267135837043
medium,GA,2,19,1675.2205017046997
medium,GA,2,20,1675.2205017046997
medium,GA,2,21,1668.051366981188
medium,GA,2,22,1668.051366981188
medium,GA,2,23,1668.051366981188
medium,GA,2,24,1668.051366981188
medium,GA,2,25,1668.051366981188
medium,GA,2,26,1668.051366981188
medium,GA,2,27,1668.051366981188
medium,GA,2,28,1668.051366981188
medium,GA,2,29,1668.051366981188
medium,GA,2,30,1545.2425990243905
medium,GA,2,31,1545.2425990243905
medium,GA,2,32,1545.2425990243905
medium,GA,2,33,1545.2425990243905
medium,GA,2,34,1545.2425990243905
medium,GA,2,35,1545.2425990243905
medium,GA,2,36,1545.0194616246342
medium,GA,2,37,1545.0194616246342
medium,GA,2,38,1545.0194616246342
medium,GA,2,39,1545.0194616246342
medium,GA,2,40,1545.0194616246342
medium,GA,2,41,1539.1049989062108
medium,GA,2,42,1539.1049989062108
medium,GA,2,43,1539.1049989062108
medium,GA,2,44,1539.1049989062108
medium,GA,2,45,1539.1049989062108
medium,GA,2,46,1539.1049989062108
medium,GA,2,47,1539.1049989062108
medium,GA,2,48,1539.1049989062108
medium,GA,2,49,1539.1049989062108
medium,GA,3,0,2669.3042130866716
medium,GA,3,1,2669.3042130866716
medium,GA,3,2,2285.985812122205
medium,GA,3,3,2243.78373986382
medium,GA,3,4,2172.9122493954646
medium,GA,3,5,2172.9122493954646
medium,GA,3,6,1921.3900999222956
medium,GA,3,7,1682.3023855658212
medium,GA,3,8,1633.4890393444525
medium,GA,3,9,1629.5329967658547
medium,GA,3,10,1629.5329967658547
medium,GA,3,11,1550.6351893483481
medium,GA,3,12,1550.6351893483481
medium,GA,3,13,1547.8411689678887
medium,GA,3,14,1530.4941014501455
medium,GA,3,15,1518.5572553428426
medium,GA,3,16,1518.5572553428426
medium,GA,3,17,1518.5572553428426
medium,GA,3,18,1518.5572553428426
medium,GA,3,19,1516.1038456205506
medium,GA,3,20,1431.127594786297
medium,GA,3,21,1420.9300800745714
medium,GA,3,22,1420.9300800745714
medium,GA,3,23,1420.9300800745714
medium,GA,3,24,1420.9300800745714
medium,GA,3,25,1420.9300800745714
medium,GA,3,26,1420.9300800745714
medium,GA,3,27,1418.9766728904954
medium,GA,3,28,1418.9766728904954
medium,GA,3,29,1418.9766728904954
medium,GA,3,30,1418.9766728904954
medium,GA,3,31,1391.0571569716674
medium,GA,3,32,1391.0571569716674
medium,GA,3,33,1391.0571569716674
medium,GA,3,34,1391.0571569716674
medium,GA,3,35,1387.1011143930696
medium,GA,3,36,1387.1011143930696
medium,GA,3,37,1387.1011143930696
medium,GA,3,38,1387.1011143930696
medium,GA,3,39,1387.1011143930696
medium,GA,3,40,1387.1011143930696
medium,GA,3,41,1387.1011143930696
medium,GA,3,42,1387.1011143930696
medium,GA,3,43,1387.1011143930696
medium,GA,3,44,1387.1011143930696
medium,GA,3,45,1387.1011143930696
medium,GA,3,46,1387.1011143930696
medium,GA,3,47,1387.1011143930696
medium,GA,3,48,1387.1011143930696
medium,GA,3,49,1265.3409074087333
medium,GA,4,0,2927.9793278838897
medium,GA,4,1,2927.9793278838897
medium,GA,4,2,2704.904504998552
medium,GA,4,3,2696.015228246756
medium,GA,4,4,2626.8526980989473
medium,GA,4,5,2511.556375677845
medium,GA,4,6,2511.556375677845
medium,GA,4,7,2511.556375677845
medium,GA,4,8,2499.9191280795953
medium,GA,4,9,2499.9191280795953
medium,GA,4,10,2499.9191280795953
medium,GA,4,11,2499.9191280795953
medium,GA,4,12,2474.0346255311965
medium,GA,4,13,2406.477853188375
medium,GA,4,14,2391.3209389968065
medium,GA,4,15,2391.3209389968065
medium,GA,4,16,2389.7822180559497
medium,GA,4,17,2389.7822180559497
medium,GA,4,18,2389.7822180559497
medium,GA,4,19,2344.114059868023
medium,GA,4,20,1867.4455090615
medium,GA,4,21,1867.4455090615
medium,GA,4,22,1867.4455090615
medium,GA,4,23,1867.4455090615
medium,GA,4,24,1867.4455090615
medium,GA,4,25,1841.2776568362517
medium,GA,4,26,1841.2776568362517
medium,GA,4,27,1841.2776568362517
medium,GA,4,28,1841.2776568362517
medium,GA,4,29,1841.2776568362517
medium,GA,4,30,1541.1898476327522
medium,GA,4,31,1540.6102221880055
medium,GA,4,32,1540.6102221880055
medium,GA,4,33,1495.779443610259
medium,GA,4,34,1495.779443610259
medium,GA,4,35,1495.779443610259
medium,GA,4,36,1468.8408241276795
medium,GA,4,37,1337.1492674608721
medium,GA,4,38,1337.1492674608721
medium,GA,4,39,1337.1492674608721
medium,GA,4,40,1337.1492674608721
medium,GA,4,41,1333.5368380288369
medium,GA,4,42,1333.5368380288369
medium,GA,4,43,1333.5368380288369
medium,GA,4,44,1333.5368380288369
medium,GA,4,45,1333.5368380288369
medium,GA,4,46,1333.5368380288369
medium,GA,4,47,1333.5368380288369
medium,GA,4,48,1333.5368380288369
medium,GA,4,49,1333.5368380288369
medium,GA,5,0,3412.446378827487
medium,GA,5,1,2770.916448893924
medium,GA,5,2,2706.3401988943415
medium,GA,5,3,2178.537515598815
medium,GA,5,4,2173.4570440215603
medium,GA,5,5,2173.4570440215603
medium,GA,5,6,2173.4570440215603
medium,GA,5,7,2172.84174806921
medium,GA,5,8,2172.84174806921
medium,GA,5,9,2172.84174806921
medium,GA,5,10,2158.0103280975345
medium,GA,5,11,1859.9701056870551
medium,GA,5,12,1859.9701056870551
medium,GA,5,13,1859.9701056870551
medium,GA,5,14,1859.9701056870551
medium,GA,5,15,1859.9701056870551
medium,GA,5,16,1716.2445458045609
medium,GA,5,17,1716.2445458045609
medium,GA,5,18,1716.2445458045609
medium,GA,5,19,1716.2445458045609
medium,GA,5,20,1716.2445458045609
medium,GA,5,21,1680.1853619085364
medium,GA,5,22,1680.1853619085364
medium,GA,5,23,1680.1853619085364
medium,GA,5,24,1674.7712844243879
medium,GA,5,25,1674.7712844243879
medium,GA,5,26,1674.7712844243879
medium,GA,5,27,1672.5161993719476
medium,GA,5,28,1671.0889357776405
medium,GA,5,29,1671.0889357776405
medium,GA,5,30,1671.0889357776405
medium,GA,5,31,1671.0889357776405
medium,GA,5,32,1671.0889357776405
medium,GA,5,33,1668.750573084557
medium,GA,5,34,1557.032721984322
medium,GA,5,35,1557.032721984322
medium,GA,5,36,1557.032721984322
medium,GA,5,37,1557.032721984322
medium,GA,5,38,1554.398624113337
medium,GA,5,39,1554.398624113337
medium,GA,5,40,1466.0240422376023
medium,GA,5,41,1466.0240422376023
medium,GA,5,42,1465.9943464811859
medium,GA,5,43,1465.9943464811859
medium,GA,5,44,1465.9943464811859
medium,GA,5,45,1465.9943464811859
medium,GA,5,46,1459.2060741402488
medium,GA,5,47,1459.2060741402488
medium,GA,5,48,1459.2060741402488
medium,GA,5,49,1459.2060741402488
medium,GA,6,0,2803.1095432109564
medium,GA,6,1,2574.0545274906926
medium,GA,6,2,2574.0545274906926
medium,GA,6,3,2278.222946507418
medium,GA,6,4,2278.222946507418
medium,GA,6,5,2276.3724565497223
medium,GA,6,6,2276.3724565497223
medium,GA,6,7,2276.3724565497223
medium,GA,6,8,2031.190030495423
medium,GA,6,9,2006.3517277850392
medium,GA,6,10,2006.3517277850392
medium,GA,6,11,2000.4254228259506
medium,GA,6,12,1961.4575556145592
medium,GA,6,13,1961.4575556145592
medium,GA,6,14,1961.4575556145592
medium,GA,6,15,1961.4575556145592
medium,GA,6,16,1787.180544610256
medium,GA,6,17,1787.180544610256
medium,GA,6,18,1787.180544610256
medium,GA,6,19,1787.180544610256
medium,GA,6,20,1787.180544610256
medium,GA,6,21,1771.7325090325492
