param,value,algorithm,seed,best_fitness,C1,C2,C3,penalty1,penalty2,infeasibility,n_unserved
gamma_frac,0.0,Q2GA,0,3301.8559631550115,108.23039423241498,125.31930402029202,185.02410290534704,113.16476199621678,59.975392255430265,3000.0,0
gamma_frac,0.0,Q2GA,1,3180.2759998543415,94.59006213036054,117.61529262988405,176.65322400421945,14.41663523294519,47.9491009664071,3000.0,0
gamma_frac,0.0,Q2GA,2,3222.8964970617244,97.21315810134877,132.44690108255963,208.89529477339855,27.532115087886275,65.2446736437163,3000.0,0
gamma_frac,0.0,Q2GA,3,3195.940547073734,94.59006213036054,125.31930402029202,183.67722565946923,14.41663523294519,59.89764443762674,3000.0,0
gamma_frac,0.0,Q2GA,4,3360.784459264895,106.26804081724278,158.9349323091087,163.52053482270802,103.35299492035577,123.91285727864336,3000.0,0
gamma_frac,0.1,Q2GA,0,3227.3758301249977,97.21315810134877,153.5339931202715,167.9814464173967,27.532115087886275,71.58064876687615,3000.0,0
gamma_frac,0.1,Q2GA,1,3204.2171203309204,94.59006213036054,125.53377094277363,177.93019142012838,14.41663523294519,69.25928446593699,3000.0,0
gamma_frac,0.1,Q2GA,2,3241.4541995144177,97.21315810134877,158.9349323091087,186.32886523080302,27.532115087886275,80.36925263696388,3000.0,0
gamma_frac,0.1,Q2GA,3,3179.0162945928614,94.59006213036054,124.07882561995707,182.6694140846194,14.41663523294519,43.54709779182494,3000.0,0
gamma_frac,0.1,Q2GA,4,3354.6273133484588,106.26804081724278,158.9349323091087,202.27214032852518,103.35299492035577,110.00539026104393,3000.0,0
gamma_frac,0.2,Q2GA,0,3295.9646767849486,108.23039423241498,119.45298093132484,216.99083340226613,113.16476199621678,49.45065671267345,3000.0,0
gamma_frac,0.2,Q2GA,1,3205.171280867793,94.59006213036054,125.99764578742432,202.07823594862063,14.41663523294519,65.2446736437163,3000.0,0
gamma_frac,0.2,Q2GA,2,3218.425870958358,97.21315810134877,132.73411619722575,186.11134158456565,27.532115087886275,65.2446736437163,3000.0,0
gamma_frac,0.2,Q2GA,3,3210.2335317184193,94.59006213036054,123.35009424645605,207.14419855984227,14.41663523294519,70.08799743438837,3000.0,0
gamma_frac,0.2,Q2GA,4,3365.297942870256,106.26804081724278,159.22214742377477,182.78497903085415,103.35299492035577,124.48728750797555,3000.0,0
gamma_frac,0.3,Q2GA,0,3225.9287601451338,97.21315810134877,123.53867044604733,198.4866163827318,27.532115087886275,73.03114159621249,3000.0,0
gamma_frac,0.3,Q2GA,1,3201.994665039899,94.59006213036054,134.40089911631662,205.18824526004403,14.41663523294519,58.925079954869275,3000.0,0
gamma_frac,0.3,Q2GA,2,3210.608088368826,94.59006213036054,129.8030887747739,245.28785043788315,14.41663523294519,60.89792535069155,3000.0,0
gamma_frac,0.3,Q2GA,3,3250.5796417268234,97.21315810134877,166.01733439105342,229.69592196499983,27.532115087886275,78.69656287794668,3000.0,0
gamma_frac,0.3,Q2GA,4,3177.304323675539,94.59006213036054,130.59652268323927,167.33936650635778,14.41663523294519,42.945827271170074,3000.0,0
gamma_frac,0.4,Q2GA,0,3233.4718008294553,94.59006213036054,140.8523962900729,223.94361695850432,14.41663523294519,84.71569225260716,3000.0,0
gamma_frac,0.4,Q2GA,1,3279.2179460021707,97.21315810134877,154.0636917756036,223.09347684600573,27.532115087886275,112.2414489617277,3000.0,0
gamma_frac,0.4,Q2GA,2,3306.3063847944677,108.23039423241498,129.9654460052684,193.75965192153097,113.16476199621678,61.28486149615661,3000.0,0
gamma_frac,0.4,Q2GA,3,3321.724085201771,108.23039423241498,127.61487499902256,208.6538364218396,100.04928214127568,87.54437616021286,3000.0,0
gamma_frac,0.4,Q2GA,4,3334.242895265859,106.26804081724278,153.77408719751472,218.59960909306463,90.23751506541467,101.01921181395545,3000.0,0
gamma_frac,0.5,Q2GA,0,3222.418995455706,97.21315810134877,134.95893662475987,207.6674467077883,27.532115087886275,64.25913098815971,3000.0,0
gamma_frac,0.5,Q2GA,1,3215.43921081938,94.59006213036054,125.63811357487509,209.01495279611154,14.41663523294519,74.23311988956992,3000.0,0
gamma_frac,0.5,Q2GA,2,3259.6161183692557,97.21315810134877,173.88285049410047,182.33831766082096,27.532115087886275,94.8449055503006,3000.0,0
gamma_frac,0.5,Q2GA,3,3310.1514704148267,108.70503033385471,128.8088187922855,262.95305836208496,90.23751506541467,74.32818287238202,3000.0,0
gamma_frac,0.5,Q2GA,4,3261.658670627761,94.59006213036054,156.50068129221552,178.34560712089788,14.41663523294519,117.32767851779094,3000.0,0
